pass.fname,pass.lname,pass.dob,pass.age,pass.gender,pass.status,home.address,home.city,home.prov,home.country,emerg.contact.fname,emerg.contact.lname,emerg.contact.relationship,emerg.contact.phone,board.date,board.location
Jason,Williams,1987-05-14,37,Male,Platinum,"2200 Larsen Hill Boulevard, Lethbridge, Alberta, C6K1M9, Canada",Lethbridge,AB,Canada,Michael,Lang,Other,(477) 352-2870,2025-02-09,"Halifax, NS"
Kelly,Williams,1987-11-23,37,Female,Platinum,"2200 Larsen Hill Boulevard, Lethbridge, Alberta, C6K1M9, Canada",Lethbridge,AB,Canada,Michael,Lang,Other,(477) 352-2870,2025-02-09,"Halifax, NS"
Charlie,Rivera,1960-02-19,64,Male,Gold,"9372 Rodney Crest Avenue, Surrey, British Columbia, J7E 6X4, Canada",Surrey,BC,Canada,Erin,Mason,Relative,(386) 667-5485,2025-02-09,"Halifax, NS"
Jennifer,Rivera,1961-01-08,64,Female,Gold,"9372 Rodney Crest Avenue, Surrey, British Columbia, J7E 6X4, Canada",Surrey,BC,Canada,Erin,Mason,Relative,(386) 667-5485,2025-02-09,"Halifax, NS"
Amy,Wells,1984-09-21,40,Female,Silver,"2975 Alexander Stream Crescent, Toronto, Ontario, A1V 9R4, Canada",Toronto,ON,Canada,Traci,Bender,Relative,(922) 501-4257,2025-02-09,"Halifax, NS"
Jonathan,Wells,1984-02-11,40,Male,Silver,"2975 Alexander Stream Crescent, Toronto, Ontario, A1V 9R4, Canada",Toronto,ON,Canada,Traci,Bender,Relative,(922) 501-4257,2025-02-09,"Halifax, NS"
Tiffany,Wells,2012-10-22,12,Female,Silver,"2975 Alexander Stream Crescent, Toronto, Ontario, A1V 9R4, Canada",Toronto,ON,Canada,Traci,Bender,Relative,(922) 501-4257,2025-02-09,"Halifax, NS"
Brandon,Turner,1938-04-15,86,Male,Silver,"2163 Miguel Club Crescent, Montreal, Quebec, M6V 9L5, Canada",Montreal,QC,Canada,Pamela,Davis,Relative,(526) 546-9681,2025-02-09,"Halifax, NS"
Edward,Parrish,1977-01-11,48,Male,Silver,"9393 David Square Lane, Kelowna, British Columbia, Y4B6H5, Canada",Kelowna,BC,Canada,Nicholas,Schmidt,Relative,(122) 764-5793,2025-02-09,"Halifax, NS"
Dustin,Hall,1971-01-13,54,Male,Silver,"9393 David Square Lane, Kelowna, British Columbia, Y4B6H5, Canada",Kelowna,BC,Canada,Nicholas,Schmidt,Relative,(122) 764-5793,2025-02-09,"Halifax, NS"
Joshua,Smith,1976-03-15,48,Male,Platinum,"9022 Lori Throughway Court, Laval, Quebec, T4P9E9, Canada",Laval,QC,Canada,Timothy,Smith,Relative,(738) 264-6091,2025-02-09,"Halifax, NS"
Danielle,Kaufman,1948-12-12,76,Female,Silver,"2343 Smith Cape Court, Hamilton, Ontario, Y9R8L6, Canada",Hamilton,ON,Canada,Kimberly,Baldwin,Relative,(704) 605-6876,2025-02-09,"Halifax, NS"
Kathleen,Thomas,1986-02-06,39,Female,Silver,"5584 Paige Cliffs Lane, Kelowna, British Columbia, H5Y 9L1, Canada",Kelowna,BC,Canada,David,Phillips,Relative,(949) 022-8403,2025-02-09,"Halifax, NS"
Mark,Thomas,1983-11-30,41,Male,Silver,"5584 Paige Cliffs Lane, Kelowna, British Columbia, H5Y 9L1, Canada",Kelowna,BC,Canada,David,Phillips,Relative,(949) 022-8403,2025-02-09,"Halifax, NS"
Caitlyn,Parker,1987-03-07,37,Female,Gold,"5550 Howard Ranch Road, Sherbrooke, Quebec, Y4B1Y7, Canada",Sherbrooke,QC,Canada,Steven,Compton,Other,(856) 728-7276,2025-02-09,"Halifax, NS"
Jeremy,Parker,1982-09-06,42,Male,Gold,"5550 Howard Ranch Road, Sherbrooke, Quebec, Y4B1Y7, Canada",Sherbrooke,QC,Canada,Steven,Compton,Other,(856) 728-7276,2025-02-09,"Halifax, NS"
Jason,Parker,2014-08-18,10,Male,Gold,"5550 Howard Ranch Road, Sherbrooke, Quebec, Y4B1Y7, Canada",Sherbrooke,QC,Canada,Steven,Compton,Other,(856) 728-7276,2025-02-09,"Halifax, NS"
Troy,Baker,1968-06-28,56,Male,Silver,"8432 Becky Mountains Drive, London, Ontario, T2T 6G6, Canada",London,ON,Canada,Jeremy,Alvarez,Relative,(893) 974-9096,2025-02-09,"Halifax, NS"
Holly,Baker,1973-09-17,51,Female,Silver,"8432 Becky Mountains Drive, London, Ontario, T2T 6G6, Canada",London,ON,Canada,Jeremy,Alvarez,Relative,(893) 974-9096,2025-02-09,"Halifax, NS"
Michael,Gay,1954-11-14,70,Male,Silver,"5339 Sheppard Gateway Court, Kingston, Ontario, X8M 9S5, Canada",Kingston,ON,Canada,Steven,Hicks,Relative,(417) 582-3133,2025-02-09,"Halifax, NS"
Shelby,Gay,1951-12-04,73,Female,Silver,"5339 Sheppard Gateway Court, Kingston, Ontario, X8M 9S5, Canada",Kingston,ON,Canada,Steven,Hicks,Relative,(417) 582-3133,2025-02-09,"Halifax, NS"
Antonio,Smith,1985-02-15,39,Male,Silver,"144 Sherri Trail Road, Montreal, Quebec, C2M 7B1, Canada",Montreal,QC,Canada,Gabriel,Castillo,Other,(734) 996-0105,2025-02-09,"Halifax, NS"
Timothy,Kim,1963-04-15,61,Male,Silver,"1644 Diaz Camp Drive, Hamilton, Ontario, T9H4G6, Canada",Hamilton,ON,Canada,Jill,Wilkerson,Relative,(573) 755-3449,2025-02-09,"Halifax, NS"
Eric,Perry,1983-02-26,41,Male,Gold,"9468 Brenda Keys Drive, Ottawa, Ontario, A9S 7X9, Canada",Ottawa,ON,Canada,Marissa,Perez,Relative,(045) 023-2902,2025-02-09,"Halifax, NS"
Jennifer,Perry,1981-05-16,43,Female,Gold,"9468 Brenda Keys Drive, Ottawa, Ontario, A9S 7X9, Canada",Ottawa,ON,Canada,Marissa,Perez,Relative,(045) 023-2902,2025-02-09,"Halifax, NS"
Derrick,Chase,1956-02-11,68,Male,Silver,"356 Andrew Hollow Drive, Halifax, Nova Scotia, C1H2H9, Canada",Halifax,NS,Canada,Jose,Trujillo,Relative,(311) 649-1334,2025-02-09,"Halifax, NS"
Janice,Chase,1956-05-28,68,Female,Silver,"356 Andrew Hollow Drive, Halifax, Nova Scotia, C1H2H9, Canada",Halifax,NS,Canada,Jose,Trujillo,Relative,(311) 649-1334,2025-02-09,"Halifax, NS"
Jackson,Barnett,2001-03-04,23,Male,Gold,"7502 David Drive Court, Laval, Quebec, Y7H6A2, Canada",Laval,QC,Canada,Ruth,Ray,Relative,(487) 148-5524,2025-02-09,"Halifax, NS"
James,Garcia,1980-05-31,44,Female,Gold,"855 Melinda Corner Terrace, Sherbrooke, Quebec, B5K4C9, Canada",Sherbrooke,QC,Canada,Michael,Barnett,Other,(991) 062-2723,2025-02-09,"Halifax, NS"
Angela,Garcia,1979-06-01,45,Female,Gold,"855 Melinda Corner Terrace, Sherbrooke, Quebec, B5K4C9, Canada",Sherbrooke,QC,Canada,Michael,Barnett,Other,(991) 062-2723,2025-02-09,"Halifax, NS"
Troy,Vargas,1956-02-15,68,Male,Silver,"3509 Sean Tunnel Drive, Kingston, Ontario, X1P 6Y5, Canada",Kingston,ON,Canada,Brittany,Beard,Relative,(176) 927-4381,2025-02-09,"Halifax, NS"
Jocelyn,Hill,1964-09-11,60,Female,Gold,"7521 Horne Ridges Court, Nanaimo, British Columbia, X2M5K4, Canada",Nanaimo,BC,Canada,Marc,Fowler,Relative,(575) 225-0139,2025-02-09,"Halifax, NS"
Victor,Hill,1964-02-23,60,Male,Gold,"7521 Horne Ridges Court, Nanaimo, British Columbia, X2M5K4, Canada",Nanaimo,BC,Canada,Marc,Fowler,Relative,(575) 225-0139,2025-02-09,"Halifax, NS"
William,Fowler,1963-06-30,61,Male,Gold,"2043 Wells Wells Boulevard, Sherbrooke, Quebec, E7J 1E1, Canada",Sherbrooke,QC,Canada,Melissa,Fowler,Relative,(351) 161-5594,2025-02-10,"Halifax, NS"
Wendy,Fowler,1960-06-30,64,Female,Gold,"2043 Wells Wells Boulevard, Sherbrooke, Quebec, E7J 1E1, Canada",Sherbrooke,QC,Canada,Melissa,Fowler,Relative,(351) 161-5594,2025-02-10,"Halifax, NS"
Steven,Walter,1996-10-01,28,Male,Silver,"139 Victor Vista Street, Kingston, Ontario, J3H 6H5, Canada",Kingston,ON,Canada,Arthur,James,Relative,(018) 451-4627,2025-02-10,"Halifax, NS"
Sophia,Stanton,1957-04-26,67,Female,Gold,"4849 Trujillo Glens Street, Montreal, Quebec, J3S9G7, Canada",Montreal,QC,Canada,Sandra,Parker,Relative,(391) 171-8227,2025-02-10,"Halifax, NS"
Jennifer,Baker,1991-08-04,33,Female,Silver,"4388 Lopez Extensions Crescent, Nanaimo, British Columbia, R4C 4V4, Canada",Nanaimo,BC,Canada,Andre,Rivera,Relative,(299) 737-6311,2025-02-10,"Halifax, NS"
Charles,Baker,1996-08-02,28,Male,Silver,"4388 Lopez Extensions Crescent, Nanaimo, British Columbia, R4C 4V4, Canada",Nanaimo,BC,Canada,Andre,Rivera,Relative,(299) 737-6311,2025-02-10,"Halifax, NS"
Joseph,Baker,2014-02-21,10,Male,Silver,"4388 Lopez Extensions Crescent, Nanaimo, British Columbia, R4C 4V4, Canada",Nanaimo,BC,Canada,Andre,Rivera,Relative,(299) 737-6311,2025-02-10,"Halifax, NS"
Laura,Chandler,1986-11-21,38,Female,Gold,"1329 Ray Walk Court, Sherbrooke, Quebec, S4P 1T6, Canada",Sherbrooke,QC,Canada,Sarah,Martin,Relative,(260) 647-4687,2025-02-10,"Halifax, NS"
Shelby,Chandler,1985-11-21,39,Female,Gold,"1329 Ray Walk Court, Sherbrooke, Quebec, S4P 1T6, Canada",Sherbrooke,QC,Canada,Sarah,Martin,Relative,(260) 647-4687,2025-02-10,"Halifax, NS"
Keith,Chandler,2004-10-21,20,Male,Gold,"1329 Ray Walk Court, Sherbrooke, Quebec, S4P 1T6, Canada",Sherbrooke,QC,Canada,Sarah,Martin,Relative,(260) 647-4687,2025-02-10,"Halifax, NS"
Maria,Brown,1970-10-07,54,Female,Silver,"5322 Walsh Course Lane, Surrey, British Columbia, C2B 5M8, Canada",Surrey,BC,Canada,Matthew,Cunningham,Other,(624) 751-0799,2025-02-10,"Halifax, NS"
Mary,Brown,1969-10-07,55,Female,Silver,"5322 Walsh Course Lane, Surrey, British Columbia, C2B 5M8, Canada",Surrey,BC,Canada,Matthew,Cunningham,Other,(624) 751-0799,2025-02-10,"Halifax, NS"
Rachel,Baker,1994-02-19,30,Female,Silver,"9126 Benjamin Circles Drive, London, Ontario, G1B9P4, Canada",London,ON,Canada,William,Roman,Relative,(411) 824-4935,2025-02-10,"Halifax, NS"
Teresa,Baker,1997-02-18,27,Female,Silver,"9126 Benjamin Circles Drive, London, Ontario, G1B9P4, Canada",London,ON,Canada,William,Roman,Relative,(411) 824-4935,2025-02-10,"Halifax, NS"
Mark,Smith,1996-02-17,28,Male,Platinum,"2969 Laura Road Avenue, Kingston, Ontario, E5N5T8, Canada",Kingston,ON,Canada,Richard,Henson,Other,(602) 563-4216,2025-02-10,"Halifax, NS"
Evelyn,Smith,2002-02-15,22,Female,Platinum,"2969 Laura Road Avenue, Kingston, Ontario, E5N5T8, Canada",Kingston,ON,Canada,Richard,Henson,Other,(602) 563-4216,2025-02-10,"Halifax, NS"
Anthony,Calhoun,1991-09-11,33,Male,Platinum,"9726 Clark Points Boulevard, Kelowna, British Columbia, V2G 8K1, Canada",Kelowna,BC,Canada,Gabriel,Juarez,Relative,(708) 053-1003,2025-02-10,"Halifax, NS"
Nicole,Calhoun,2015-12-27,9,Female,Platinum,"9726 Clark Points Boulevard, Kelowna, British Columbia, V2G 8K1, Canada",Kelowna,BC,Canada,Gabriel,Juarez,Relative,(708) 053-1003,2025-02-10,"Halifax, NS"
Michael,Calhoun,2015-11-26,9,Male,Platinum,"9726 Clark Points Boulevard, Kelowna, British Columbia, V2G 8K1, Canada",Kelowna,BC,Canada,Gabriel,Juarez,Relative,(708) 053-1003,2025-02-10,"Halifax, NS"
Jonathan,Marshall,1951-02-27,73,Male,Silver,"8563 Jesse Crescent Avenue, Montreal, Quebec, E9S 8T6, Canada",Montreal,QC,Canada,Mary,Jones,Other,(165) 726-2849,2025-02-10,"Halifax, NS"
David,Hampton,1987-08-27,37,Male,Gold,"8360 Larson Shores Boulevard, Quebec City, Quebec, K4Y3Y8, Canada",Quebec City,QC,Canada,Travis,Miller,Other,(777) 014-3634,2025-02-10,"Halifax, NS"
Amber,Hampton,1991-08-26,33,Female,Gold,"8360 Larson Shores Boulevard, Quebec City, Quebec, K4Y3Y8, Canada",Quebec City,QC,Canada,Travis,Miller,Other,(777) 014-3634,2025-02-10,"Halifax, NS"
Tammy,Cooper,1982-08-04,42,Female,Gold,"6217 Gray Springs Street, Nanaimo, British Columbia, E7Y 2E7, Canada",Nanaimo,BC,Canada,Melissa,Lee,Relative,(941) 343-5240,2025-02-10,"Halifax, NS"
Rene,Cooper,1979-08-05,45,Male,Gold,"6217 Gray Springs Street, Nanaimo, British Columbia, E7Y 2E7, Canada",Nanaimo,BC,Canada,Melissa,Lee,Relative,(941) 343-5240,2025-02-10,"Halifax, NS"
Steven,Brown,1965-06-10,59,Male,Silver,"8933 Davies Cape Terrace, Hamilton, Ontario, H4S3Y8, Canada",Hamilton,ON,Canada,Juan,Moore,Relative,(344) 713-4936,2025-02-10,"Halifax, NS"
Jemaine,Murray,1950-07-28,74,Male,Silver,"5532 Beverly Spur Lane, London, Ontario, K1P1E1, Canada",London,ON,Canada,Bruce,Collier,Relative,(773) 782-6398,2025-02-10,"Halifax, NS"
Jessica,Murray,1954-07-27,70,Female,Silver,"5532 Beverly Spur Lane, London, Ontario, K1P1E1, Canada",London,ON,Canada,Bruce,Collier,Relative,(773) 782-6398,2025-02-10,"Halifax, NS"
Julie,Barton,1997-01-12,28,Female,Silver,"5491 Gonzalez Place Court, Toronto, Ontario, R1P6L5, Canada",Toronto,ON,Canada,James,Chase,Other,(270) 289-5171,2025-02-10,"Halifax, NS"
Rebecca,Jimenez,1941-07-09,83,Female,Silver,"3745 Frye Pine Crescent, Regina, Saskatchewan, P5G 5J5, Canada",Regina,SK,Canada,James,Webb,Other,(695) 944-0640,2025-02-10,"Halifax, NS"
William,Lozano,1988-07-13,36,Male,Silver,"8796 Allen Manors Court, Kelowna, British Columbia, L9K 6C2, Canada",Kelowna,BC,Canada,Richard,Walter,Other,(247) 451-7123,2025-02-10,"Halifax, NS"
Regina,Lozano,1991-02-22,33,Female,Silver,"8796 Allen Manors Court, Kelowna, British Columbia, L9K 6C2, Canada",Kelowna,BC,Canada,Richard,Walter,Other,(247) 451-7123,2025-02-10,"Halifax, NS"
Donald,Barnes,1987-03-25,37,Male,Platinum,"7311 Ferrell Pass Street, Nanaimo, British Columbia, P7G 4E9, Canada",Nanaimo,BC,Canada,Colton,Martinez,Other,(005) 329-3183,2025-02-10,"Halifax, NS"
Louisa,Barnes,1992-03-23,32,Female,Platinum,"7311 Ferrell Pass Street, Nanaimo, British Columbia, P7G 4E9, Canada",Nanaimo,BC,Canada,Colton,Martinez,Other,(005) 329-3183,2025-02-10,"Halifax, NS"
Jordan,Smith,1981-03-06,43,Male,Silver,"1363 Ayala Brook Lane, Laval, Quebec, S2P2S9, Canada",Laval,QC,Canada,Karen,Strickland,Other,(908) 470-0766,2025-02-10,"Halifax, NS"
Dawn,Smith,1978-03-07,46,Female,Silver,"1363 Ayala Brook Lane, Laval, Quebec, S2P2S9, Canada",Laval,QC,Canada,Karen,Strickland,Other,(908) 470-0766,2025-02-10,"Halifax, NS"
Robin,Cain,1994-03-26,30,Female,Silver,"7077 Salinas Forges Avenue, Nanaimo, British Columbia, G2X3K1, Canada",Nanaimo,BC,Canada,Holly,Farmer,Relative,(368) 998-0940,2025-02-10,"Halifax, NS"
Joyce,Dorsey,1966-07-27,58,Female,Gold,"8100 Potter Pike Crescent, Sherbrooke, Quebec, C3S 1C6, Canada",Sherbrooke,QC,Canada,Anthony,Moore,Other,(767) 976-4381,2025-02-10,"Halifax, NS"
Eric,Dorsey,1965-07-27,59,Male,Gold,"8100 Potter Pike Crescent, Sherbrooke, Quebec, C3S 1C6, Canada",Sherbrooke,QC,Canada,Anthony,Moore,Other,(767) 976-4381,2025-02-10,"Halifax, NS"
Troy,Lee,1989-08-07,35,Male,Gold,"6055 Lori Turnpike Avenue, Toronto, Ontario, N2M 7X2, Canada",Toronto,ON,Canada,Michael,Weber,Other,(706) 537-9473,2025-02-10,"Halifax, NS"
Douglas,Lee,1990-08-07,34,Male,Gold,"6055 Lori Turnpike Avenue, Toronto, Ontario, N2M 7X2, Canada",Toronto,ON,Canada,Michael,Weber,Other,(706) 537-9473,2025-02-10,"Halifax, NS"
Laura,Joyce,1997-12-27,27,Female,Silver,"2555 Fuentes Lock Street, Toronto, Ontario, H8S 3S7, Canada",Toronto,ON,Canada,Anna,Lozano,Relative,(068) 536-1530,2025-02-10,"Halifax, NS"
Christopher,Joyce,1991-12-29,33,Male,Silver,"2555 Fuentes Lock Street, Toronto, Ontario, H8S 3S7, Canada",Toronto,ON,Canada,Anna,Lozano,Other,(068) 536-1530,2025-02-10,"Halifax, NS"
Jennifer,Horton,1981-10-06,43,Female,Silver,"5436 Garrison Square Court, London, Ontario, H9T5S8, Canada",London,ON,Canada,Lynn,Andrews,Other,(095) 396-2185,2025-02-10,"Halifax, NS"
Andrew,Horton,1986-10-05,38,Male,Silver,"5436 Garrison Square Court, London, Ontario, H9T5S8, Canada",London,ON,Canada,Lynn,Andrews,Other,(095) 396-2185,2025-02-10,"Halifax, NS"
Lindsay,Spencer,1946-10-16,78,Female,Platinum,"5386 Powers Inlet Crescent, London, Ontario, R7P 8C7, Canada",London,ON,Canada,Chad,Baldwin,Relative,(030) 548-6874,2025-02-10,"Halifax, NS"
Jonathan,Spencer,1948-10-15,76,Male,Platinum,"5386 Powers Inlet Crescent, London, Ontario, R7P 8C7, Canada",London,ON,Canada,Chad,Baldwin,Relative,(030) 548-6874,2025-02-10,"Halifax, NS"
Linda,Martinez,1984-01-16,41,Female,Platinum,"3714 Nguyen Extension Boulevard, Edmonton, Alberta, S2V 1E8, Canada",Edmonton,AB,Canada,Courtney,Meza,Other,(424) 981-8299,2025-02-10,"Halifax, NS"
Steven,Martinez,1986-01-15,39,Male,Platinum,"3714 Nguyen Extension Boulevard, Edmonton, Alberta, S2V 1E8, Canada",Edmonton,AB,Canada,Courtney,Meza,Other,(424) 981-8299,2025-02-10,"Halifax, NS"
Jared,Hester,1952-01-10,73,Male,Gold,"4470 Stephanie Loop Court, Winnipeg, Manitoba, J5S4A7, Canada",Winnipeg,MB,Canada,Julie,Koch,Other,(687) 339-5004,2025-02-10,"Halifax, NS"
Tina,Hester,1949-01-10,76,Female,Gold,"4470 Stephanie Loop Court, Winnipeg, Manitoba, J5S4A7, Canada",Winnipeg,MB,Canada,Julie,Koch,Other,(687) 339-5004,2025-02-10,"Halifax, NS"
Rhonda,Knapp,1949-02-14,75,Female,Gold,"1689 Padilla Road Road, Nanaimo, British Columbia, H7T2P8, Canada",Nanaimo,BC,Canada,Douglas,Evans,Other,(758) 441-9866,2025-02-10,"Halifax, NS"
Cesar,Knapp,1952-02-14,72,Male,Gold,"1689 Padilla Road Road, Nanaimo, British Columbia, H7T2P8, Canada",Nanaimo,BC,Canada,Douglas,Evans,Other,(758) 441-9866,2025-02-10,"Halifax, NS"
Glen,Pearson,1964-05-13,60,Female,Gold,"7401 Dean Ports Drive, Lethbridge, Alberta, M5N9N8, Canada",Lethbridge,AB,Canada,Todd,Pearson,Relative,(152) 742-0549,2025-02-10,"Halifax, NS"
Sarah,Pearson,1967-05-13,57,Female,Gold,"7401 Dean Ports Drive, Lethbridge, Alberta, M5N9N8, Canada",Lethbridge,AB,Canada,Todd,Pearson,Relative,(152) 742-0549,2025-02-10,"Halifax, NS"
Courtney,Floyd,1963-10-26,61,Female,Silver,"8514 Richards Plains Lane, Halifax, Nova Scotia, L1G 1R4, Canada",Halifax,NS,Canada,Jerry,Watson,Relative,(304) 699-0139,2025-02-10,"Halifax, NS"
Jerry,Floyd,1961-03-26,63,Male,Silver,"8514 Richards Plains Lane, Halifax, Nova Scotia, L1G 1R4, Canada",Halifax,NS,Canada,Jerry,Watson,Relative,(304) 699-0139,2025-02-10,"Halifax, NS"
Todd,Booth,1973-01-03,52,Male,Silver,"3865 Brenda Inlet Terrace, Winnipeg, Manitoba, M8K9S1, Canada",Winnipeg,MB,Canada,Julie,Lang,Other,(560) 932-0489,2025-02-10,"Halifax, NS"
Laura,Booth,1974-01-03,51,Female,Silver,"3865 Brenda Inlet Terrace, Winnipeg, Manitoba, M8K9S1, Canada",Winnipeg,MB,Canada,Julie,Lang,Other,(560) 932-0489,2025-02-10,"Halifax, NS"
Stacey,Madden,1985-10-17,39,Female,Silver,"137 Jacob Inlet Road, Ottawa, Ontario, E2A 2V3, Canada",Ottawa,ON,Canada,Shannon,Malone,Relative,(666) 870-0217,2025-02-10,"Halifax, NS"
Jake,Madden,1988-10-16,36,Male,Silver,"137 Jacob Inlet Road, Ottawa, Ontario, E2A 2V3, Canada",Ottawa,ON,Canada,Shannon,Malone,Relative,(666) 870-0217,2025-02-10,"Halifax, NS"
Amanda,Mccormick,1984-07-12,40,Female,Silver,"2985 Vargas Garden Boulevard, Lethbridge, Alberta, K2G7E4, Canada",Lethbridge,AB,Canada,Robert,Rodriguez,Other,(438) 889-9375,2025-02-10,"Halifax, NS"
Howard,Mccormick,1978-03-12,46,Male,Silver,"2985 Vargas Garden Boulevard, Lethbridge, Alberta, K2G7E4, Canada",Lethbridge,AB,Canada,Robert,Rodriguez,Other,(438) 889-9375,2025-02-10,"Halifax, NS"
Ashley,Soto,1990-04-03,34,Female,Silver,"6217 Gray Springs Street, Nanaimo, British Columbia, E7Y 2E7, Canada",Nanaimo,BC,Canada,Emily,Price,Relative,(792) 499-1251,2025-02-10,"Halifax, NS"
Mark,Soto,1991-06-07,33,Male,Silver,"6217 Gray Springs Street, Nanaimo, British Columbia, E7Y 2E7, Canada",Nanaimo,BC,Canada,NA,NA,NA,NA,2025-02-10,"Halifax, NS"
Allison,Carlson,1982-04-04,42,Female,Silver,"411 Leonard Lodge Street, London, Ontario, B8A9Y3, Canada",London,ON,Canada,Jill,Jackson,Other,(034) 043-8427,2025-02-10,"Halifax, NS"
James,Dunn,1992-06-28,32,Male,Gold,"4845 Grant Shore Lane, Calgary, Alberta, S5N 4H3, Canada",Calgary,AB,Canada,NA,NA,NA,NA,2025-02-10,"Halifax, NS"
Lynn,Dunn,1990-06-29,34,Female,Gold,"4845 Grant Shore Lane, Calgary, Alberta, S5N 4H3, Canada",Calgary,AB,Canada,Autumn,Cain,Relative,(959) 629-2330,2025-02-10,"Halifax, NS"
Dustin,Roberts,1976-02-18,48,Male,Silver,"890 Stephen Extensions Road, Sherbrooke, Quebec, N8C 6G9, Canada",Sherbrooke,QC,Canada,Robert,Roberts,Relative,(759) 017-5186,2025-02-10,"Halifax, NS"
Lisa,Roberts,1970-02-19,54,Female,Silver,"890 Stephen Extensions Road, Sherbrooke, Quebec, N8C 6G9, Canada",Sherbrooke,QC,Canada,NA,NA,NA,NA,2025-02-10,"Halifax, NS"
Gregory,Kramer,1947-10-19,77,Male,Silver,"6203 Vaughn Forges Avenue, Nanaimo, British Columbia, L5Y3S8, Canada",Nanaimo,BC,Canada,Shannon,Mcdowell,Relative,(541) 520-6436,2025-02-10,"Halifax, NS"
John,Smith,1971-08-09,53,Male,Silver,"807 Paul Union Road, London, Ontario, M7N 9S3, Canada",London,ON,Canada,Stanley,Taylor,Other,(092) 753-2697,2025-02-10,"Halifax, NS"
Joseph,Copeland,1967-08-09,57,Male,Silver,"807 Paul Union Road, London, Ontario, M7N 9S3, Canada",London,ON,Canada,Stanley,Taylor,Other,(092) 753-2697,2025-02-10,"Halifax, NS"
Morgan,Richmond,1959-05-03,65,Female,Silver,"281 Bryan Port Road, Montreal, Quebec, T6B3C2, Canada",Montreal,QC,Canada,Steven,Blevins,Other,(918) 055-2696,2025-02-10,"Halifax, NS"
Nathaniel,Richmond,1965-05-01,59,Male,Silver,"281 Bryan Port Road, Montreal, Quebec, T6B3C2, Canada",Montreal,QC,Canada,Steven,Blevins,Other,(918) 055-2696,2025-02-10,"Halifax, NS"
Richard,Smythe,1968-07-08,56,Male,Silver,"8541 Butler Drive Avenue, Fredericton, New Brunswick, M2R7C7, Canada",Fredericton,NB,Canada,Sandra,Becker,Relative,(463) 031-6179,2025-02-10,"Halifax, NS"
Rachel,Smythe,1969-12-08,55,Male,Silver,"8541 Butler Drive Avenue, Fredericton, New Brunswick, M2R7C7, Canada",Fredericton,NB,Canada,Sandra,Becker,Relative,(463) 031-6179,2025-02-10,"Halifax, NS"
Ken,Miles,1969-02-15,55,Male,Gold,"7353 Jon Alley Drive, Hamilton, Ontario, J2A 5N4, Canada",Hamilton,ON,Canada,Jacob,Scott,Other,(138) 000-3075,2025-02-10,"Halifax, NS"
Victoria,Miles,1966-11-16,58,Female,Gold,"7353 Jon Alley Drive, Hamilton, Ontario, J2A 5N4, Canada",Hamilton,ON,Canada,Jacob,Scott,Other,(138) 000-3075,2025-02-10,"Halifax, NS"
James,Barnes,1989-12-03,35,Male,Gold,"5732 Linda Dale Boulevard, Steinbach, Manitoba, P4K2V6, Canada",Steinbach,MB,Canada,Eddie,Barnes,Relative,(973) 832-0603,2025-02-10,"Halifax, NS"
Valerie,Barnes,1994-12-02,30,Female,Gold,"5732 Linda Dale Boulevard, Steinbach, Manitoba, P4K2V6, Canada",Steinbach,MB,Canada,NA,NA,NA,NA,2025-02-10,"Halifax, NS"
Kyle,Sweeney,1978-07-10,46,Male,Silver,"5314 Malone Canyon Court, Steinbach, Manitoba, S4P 2J8, Canada",Steinbach,MB,Canada,Casey,Wilkins,Relative,(990) 623-4456,2025-02-10,"Halifax, NS"
Tyler,Stewart,1958-07-05,66,Male,Silver,"9470 Price Crossroad Road, Quebec City, Quebec, G2N 3S1, Canada",Quebec City,QC,Canada,Michael,Mckenzie,Relative,(521) 356-8044,2025-02-10,"Halifax, NS"
Samuel,Johnson,1974-07-31,50,Male,Silver,"1644 Diaz Camp Drive, Hamilton, Ontario, T9H4G6, Canada",Hamilton,ON,Canada,NA,NA,NA,NA,2025-02-10,"Halifax, NS"
Kaitlyn,Johnson,1975-07-31,49,Female,Silver,"1644 Diaz Camp Drive, Hamilton, Ontario, T9H4G6, Canada",Hamilton,ON,Canada,NA,NA,NA,NA,2025-02-10,"Halifax, NS"
Lindsay,Odonnell,1969-02-26,55,Female,Gold,"7248 Shawn Union Street, Ottawa, Ontario, S6A5N3, Canada",Ottawa,ON,Canada,Kari,Durham,Relative,(593) 040-7859,2025-02-10,"Halifax, NS"
Nicole,Odonnell,1974-02-25,50,Female,Gold,"7248 Shawn Union Street, Ottawa, Ontario, S6A5N3, Canada",Ottawa,ON,Canada,Kari,Durham,Relative,(593) 040-7859,2025-02-10,"Halifax, NS"
Clinton,Allen,1981-03-22,43,Male,Silver,"9997 Jeff Mountains Boulevard, Toronto, Ontario, R4N3P3, Canada",Toronto,ON,Canada,Casey,Allen,Relative,(393) 087-0593,2025-02-10,"Halifax, NS"
Jason,Curtis,1980-07-17,44,Male,Silver,"5034 Walker Canyon Terrace, Quebec City, Quebec, P6Y8R4, Canada",Quebec City,QC,Canada,Tommy,Curtis,Relative,(368) 844-4310,2025-02-10,"Halifax, NS"
Kelly,Curtis,1983-07-17,41,Female,Silver,"5034 Walker Canyon Terrace, Quebec City, Quebec, P6Y8R4, Canada",Quebec City,QC,Canada,NA,NA,NA,NA,2025-02-10,"Halifax, NS"
